,idx,answer,predict,acc,dataset
698,698-mmlu,C,D,0,mmlu
699,699-mmlu,B,D,0,mmlu
700,700-mmlu,C,D,0,mmlu
701,701-mmlu,C,C,1,mmlu
702,702-mmlu,C,C,1,mmlu
703,703-mmlu,B,C,0,mmlu
704,704-mmlu,B,D,0,mmlu
705,705-mmlu,D,D,1,mmlu
706,706-mmlu,B,D,0,mmlu
707,707-mmlu,C,D,0,mmlu
708,708-mmlu,A,D,0,mmlu
709,709-mmlu,B,D,0,mmlu
710,710-mmlu,D,D,1,mmlu
711,711-mmlu,C,C,1,mmlu
712,712-mmlu,D,C,0,mmlu
713,713-mmlu,A,C,0,mmlu
714,714-mmlu,C,D,0,mmlu
715,715-mmlu,D,D,1,mmlu
716,716-mmlu,C,D,0,mmlu
717,717-mmlu,A,D,0,mmlu
718,718-mmlu,D,C,0,mmlu
719,719-mmlu,A,D,0,mmlu
720,720-mmlu,B,A,0,mmlu
721,721-mmlu,B,D,0,mmlu
722,722-mmlu,D,D,1,mmlu
723,723-mmlu,C,D,0,mmlu
724,724-mmlu,A,D,0,mmlu
725,725-mmlu,B,D,0,mmlu
726,726-mmlu,C,D,0,mmlu
727,727-mmlu,A,A,1,mmlu
728,728-mmlu,D,D,1,mmlu
729,729-mmlu,D,D,1,mmlu
730,730-mmlu,D,D,1,mmlu
731,731-mmlu,B,D,0,mmlu
732,732-mmlu,A,D,0,mmlu
733,733-mmlu,C,D,0,mmlu
734,734-mmlu,D,D,1,mmlu
735,735-mmlu,C,D,0,mmlu
736,736-mmlu,A,D,0,mmlu
737,737-mmlu,B,D,0,mmlu
738,738-mmlu,B,D,0,mmlu
739,739-mmlu,D,D,1,mmlu
740,740-mmlu,C,D,0,mmlu
741,741-mmlu,A,D,0,mmlu
742,742-mmlu,C,A,0,mmlu
743,743-mmlu,B,D,0,mmlu
744,744-mmlu,C,D,0,mmlu
745,745-mmlu,A,B,0,mmlu
746,746-mmlu,A,D,0,mmlu
747,747-mmlu,D,D,1,mmlu
748,748-mmlu,D,D,1,mmlu
749,749-mmlu,D,D,1,mmlu
750,750-mmlu,D,D,1,mmlu
751,751-mmlu,D,D,1,mmlu
752,752-mmlu,B,C,0,mmlu
753,753-mmlu,A,D,0,mmlu
754,754-mmlu,D,A,0,mmlu
755,755-mmlu,D,D,1,mmlu
756,756-mmlu,A,C,0,mmlu
757,757-mmlu,C,A,0,mmlu
758,758-mmlu,C,D,0,mmlu
759,759-mmlu,B,D,0,mmlu
760,760-mmlu,A,D,0,mmlu
761,761-mmlu,A,A,1,mmlu
762,762-mmlu,C,D,0,mmlu
763,763-mmlu,D,C,0,mmlu
764,764-mmlu,D,A,0,mmlu
765,765-mmlu,C,D,0,mmlu
766,766-mmlu,B,D,0,mmlu
767,767-mmlu,B,D,0,mmlu
768,768-mmlu,A,D,0,mmlu
769,769-mmlu,C,D,0,mmlu
770,770-mmlu,C,D,0,mmlu
771,771-mmlu,B,D,0,mmlu
772,772-mmlu,A,D,0,mmlu
773,773-mmlu,A,D,0,mmlu
774,774-mmlu,C,B,0,mmlu
775,775-mmlu,B,D,0,mmlu
776,776-mmlu,A,A,1,mmlu
777,777-mmlu,B,D,0,mmlu
778,778-mmlu,D,C,0,mmlu
779,779-mmlu,C,A,0,mmlu
780,780-mmlu,D,C,0,mmlu
781,781-mmlu,B,B,1,mmlu
782,782-mmlu,C,D,0,mmlu
783,783-mmlu,C,D,0,mmlu
784,784-mmlu,B,D,0,mmlu
785,785-mmlu,A,D,0,mmlu
786,786-mmlu,B,D,0,mmlu
787,787-mmlu,D,D,1,mmlu
788,788-mmlu,B,D,0,mmlu
789,789-mmlu,A,A,1,mmlu
790,790-mmlu,B,D,0,mmlu
791,791-mmlu,A,D,0,mmlu
792,792-mmlu,B,D,0,mmlu
793,793-mmlu,D,C,0,mmlu
794,794-mmlu,B,D,0,mmlu
795,795-mmlu,B,D,0,mmlu
796,796-mmlu,A,D,0,mmlu
797,797-mmlu,A,D,0,mmlu
798,798-mmlu,B,D,0,mmlu
799,799-mmlu,C,D,0,mmlu
800,800-mmlu,C,D,0,mmlu
801,801-mmlu,D,A,0,mmlu
802,802-mmlu,D,D,1,mmlu
803,803-mmlu,D,C,0,mmlu
804,804-mmlu,A,D,0,mmlu
805,805-mmlu,D,D,1,mmlu
806,806-mmlu,B,D,0,mmlu
807,807-mmlu,C,C,1,mmlu
808,808-mmlu,A,D,0,mmlu
809,809-mmlu,A,D,0,mmlu
810,810-mmlu,A,A,1,mmlu
811,811-mmlu,C,D,0,mmlu
812,812-mmlu,A,C,0,mmlu
813,813-mmlu,A,D,0,mmlu
814,814-mmlu,A,D,0,mmlu
815,815-mmlu,B,D,0,mmlu
816,816-mmlu,B,D,0,mmlu
817,817-mmlu,D,D,1,mmlu
818,818-mmlu,B,C,0,mmlu
819,819-mmlu,C,C,1,mmlu
820,820-mmlu,A,D,0,mmlu
821,821-mmlu,B,D,0,mmlu
822,822-mmlu,C,D,0,mmlu
823,823-mmlu,A,D,0,mmlu
824,824-mmlu,B,D,0,mmlu
825,825-mmlu,B,D,0,mmlu
826,826-mmlu,B,A,0,mmlu
827,827-mmlu,B,D,0,mmlu
828,828-mmlu,C,D,0,mmlu
829,829-mmlu,D,A,0,mmlu
830,830-mmlu,A,D,0,mmlu
831,831-mmlu,C,D,0,mmlu
832,832-mmlu,B,A,0,mmlu
833,833-mmlu,B,D,0,mmlu
834,834-mmlu,D,D,1,mmlu
835,835-mmlu,A,C,0,mmlu
836,836-mmlu,C,D,0,mmlu
837,837-mmlu,A,D,0,mmlu
838,838-mmlu,D,C,0,mmlu
839,839-mmlu,A,D,0,mmlu
840,840-mmlu,C,D,0,mmlu
841,841-mmlu,B,C,0,mmlu
842,842-mmlu,A,D,0,mmlu
843,843-mmlu,B,D,0,mmlu
844,844-mmlu,B,D,0,mmlu
845,845-mmlu,D,D,1,mmlu
846,846-mmlu,C,C,1,mmlu
847,847-mmlu,A,C,0,mmlu
848,848-mmlu,C,D,0,mmlu
849,849-mmlu,C,D,0,mmlu
850,850-mmlu,D,D,1,mmlu
851,851-mmlu,D,D,1,mmlu
852,852-mmlu,D,D,1,mmlu
853,853-mmlu,C,D,0,mmlu
854,854-mmlu,D,D,1,mmlu
855,855-mmlu,C,D,0,mmlu
856,856-mmlu,A,D,0,mmlu
857,857-mmlu,B,D,0,mmlu
858,858-mmlu,C,D,0,mmlu
859,859-mmlu,B,D,0,mmlu
860,860-mmlu,A,D,0,mmlu
861,861-mmlu,B,C,0,mmlu
862,862-mmlu,C,C,1,mmlu
863,863-mmlu,D,D,1,mmlu
864,864-mmlu,B,A,0,mmlu
865,865-mmlu,B,C,0,mmlu
866,866-mmlu,B,D,0,mmlu
867,867-mmlu,C,D,0,mmlu
868,868-mmlu,D,D,1,mmlu
869,869-mmlu,B,D,0,mmlu
870,870-mmlu,A,A,1,mmlu
871,871-mmlu,C,D,0,mmlu
872,872-mmlu,C,D,0,mmlu
873,873-mmlu,C,D,0,mmlu
874,874-mmlu,A,D,0,mmlu
875,875-mmlu,C,D,0,mmlu
876,876-mmlu,B,D,0,mmlu
877,877-mmlu,C,A,0,mmlu
878,878-mmlu,B,A,0,mmlu
879,879-mmlu,C,D,0,mmlu
880,880-mmlu,A,D,0,mmlu
881,881-mmlu,B,D,0,mmlu
882,882-mmlu,B,D,0,mmlu
883,883-mmlu,B,D,0,mmlu
884,884-mmlu,C,D,0,mmlu
885,885-mmlu,B,D,0,mmlu
886,886-mmlu,A,A,1,mmlu
887,887-mmlu,D,A,0,mmlu
888,888-mmlu,A,D,0,mmlu
889,889-mmlu,A,A,1,mmlu
890,890-mmlu,D,D,1,mmlu
891,891-mmlu,B,A,0,mmlu
892,892-mmlu,D,D,1,mmlu
893,893-mmlu,B,D,0,mmlu
894,894-mmlu,B,C,0,mmlu
895,895-mmlu,D,D,1,mmlu
896,896-mmlu,C,D,0,mmlu
897,897-mmlu,B,D,0,mmlu
898,898-mmlu,C,A,0,mmlu
899,899-mmlu,B,A,0,mmlu
900,900-mmlu,C,A,0,mmlu
901,901-mmlu,C,C,1,mmlu
902,902-mmlu,C,D,0,mmlu
903,903-mmlu,D,D,1,mmlu
904,904-mmlu,B,D,0,mmlu
905,905-mmlu,C,D,0,mmlu
906,906-mmlu,B,A,0,mmlu
907,907-mmlu,D,D,1,mmlu
908,908-mmlu,A,D,0,mmlu
909,909-mmlu,C,D,0,mmlu
910,910-mmlu,D,D,1,mmlu
911,911-mmlu,B,D,0,mmlu
912,912-mmlu,A,D,0,mmlu
913,913-mmlu,B,A,0,mmlu
914,914-mmlu,C,C,1,mmlu
915,915-mmlu,D,C,0,mmlu
916,916-mmlu,A,C,0,mmlu
917,917-mmlu,B,D,0,mmlu
918,918-mmlu,C,D,0,mmlu
919,919-mmlu,C,D,0,mmlu
920,920-mmlu,A,D,0,mmlu
921,921-mmlu,D,D,1,mmlu
922,922-mmlu,D,D,1,mmlu
923,923-mmlu,D,D,1,mmlu
924,924-mmlu,D,D,1,mmlu
925,925-mmlu,B,D,0,mmlu
926,926-mmlu,C,D,0,mmlu
927,927-mmlu,D,D,1,mmlu
928,928-mmlu,A,D,0,mmlu
929,929-mmlu,D,D,1,mmlu
930,930-mmlu,A,D,0,mmlu
931,931-mmlu,C,D,0,mmlu
932,932-mmlu,B,D,0,mmlu
933,933-mmlu,B,D,0,mmlu
934,934-mmlu,A,D,0,mmlu
935,935-mmlu,C,D,0,mmlu
936,936-mmlu,C,D,0,mmlu
937,937-mmlu,B,D,0,mmlu
938,938-mmlu,D,D,1,mmlu
939,939-mmlu,A,D,0,mmlu
940,940-mmlu,B,D,0,mmlu
941,941-mmlu,A,D,0,mmlu
942,942-mmlu,A,D,0,mmlu
943,943-mmlu,D,D,1,mmlu
944,944-mmlu,B,D,0,mmlu
945,945-mmlu,C,D,0,mmlu
946,946-mmlu,B,D,0,mmlu
947,947-mmlu,B,D,0,mmlu
948,948-mmlu,B,D,0,mmlu
949,949-mmlu,C,D,0,mmlu
950,950-mmlu,C,D,0,mmlu
951,951-mmlu,D,D,1,mmlu
952,952-mmlu,C,D,0,mmlu
953,953-mmlu,D,D,1,mmlu
954,954-mmlu,D,D,1,mmlu
955,955-mmlu,C,D,0,mmlu
956,956-mmlu,B,D,0,mmlu
957,957-mmlu,B,D,0,mmlu
958,958-mmlu,C,D,0,mmlu
959,959-mmlu,B,D,0,mmlu
960,960-mmlu,B,D,0,mmlu
961,961-mmlu,B,D,0,mmlu
962,962-mmlu,B,D,0,mmlu
963,963-mmlu,B,D,0,mmlu
964,964-mmlu,D,D,1,mmlu
965,965-mmlu,C,D,0,mmlu
966,966-mmlu,B,D,0,mmlu
967,967-mmlu,A,D,0,mmlu
968,968-mmlu,B,D,0,mmlu
969,969-mmlu,A,D,0,mmlu
970,970-mmlu,B,D,0,mmlu
971,971-mmlu,D,D,1,mmlu
972,972-mmlu,D,D,1,mmlu
973,973-mmlu,C,D,0,mmlu
974,974-mmlu,B,D,0,mmlu
975,975-mmlu,A,D,0,mmlu
976,976-mmlu,C,D,0,mmlu
977,977-mmlu,D,D,1,mmlu
978,978-mmlu,B,D,0,mmlu
979,979-mmlu,C,D,0,mmlu
980,980-mmlu,A,D,0,mmlu
981,981-mmlu,A,D,0,mmlu
982,982-mmlu,D,D,1,mmlu
983,983-mmlu,D,D,1,mmlu
984,984-mmlu,D,D,1,mmlu
985,985-mmlu,A,D,0,mmlu
986,986-mmlu,A,D,0,mmlu
987,987-mmlu,B,D,0,mmlu
988,988-mmlu,D,D,1,mmlu
989,989-mmlu,A,D,0,mmlu
990,990-mmlu,B,D,0,mmlu
991,991-mmlu,C,D,0,mmlu
992,992-mmlu,B,D,0,mmlu
993,993-mmlu,D,D,1,mmlu
994,994-mmlu,A,D,0,mmlu
995,995-mmlu,C,D,0,mmlu
996,996-mmlu,C,D,0,mmlu
997,997-mmlu,A,D,0,mmlu
998,998-mmlu,B,D,0,mmlu
999,999-mmlu,C,D,0,mmlu
1000,1000-mmlu,B,D,0,mmlu
1001,1001-mmlu,B,D,0,mmlu
1002,1002-mmlu,D,D,1,mmlu
1003,1003-mmlu,D,D,1,mmlu
1004,1004-mmlu,A,D,0,mmlu
1005,1005-mmlu,B,D,0,mmlu
1006,1006-mmlu,C,D,0,mmlu
1007,1007-mmlu,B,D,0,mmlu
1008,1008-mmlu,A,D,0,mmlu
1009,1009-mmlu,B,D,0,mmlu
1010,1010-mmlu,D,D,1,mmlu
1011,1011-mmlu,A,D,0,mmlu
1012,1012-mmlu,B,D,0,mmlu
1013,1013-mmlu,C,D,0,mmlu
1014,1014-mmlu,A,D,0,mmlu
1015,1015-mmlu,A,D,0,mmlu
1016,1016-mmlu,C,D,0,mmlu
1017,1017-mmlu,A,D,0,mmlu
1018,1018-mmlu,A,D,0,mmlu
1019,1019-mmlu,A,D,0,mmlu
1020,1020-mmlu,C,D,0,mmlu
1021,1021-mmlu,D,D,1,mmlu
1022,1022-mmlu,C,D,0,mmlu
1023,1023-mmlu,B,D,0,mmlu
1024,1024-mmlu,A,D,0,mmlu
1025,1025-mmlu,D,D,1,mmlu
1026,1026-mmlu,D,D,1,mmlu
1027,1027-mmlu,C,D,0,mmlu
1028,1028-mmlu,D,D,1,mmlu
1029,1029-mmlu,B,C,0,mmlu
1030,1030-mmlu,D,D,1,mmlu
1031,1031-mmlu,C,D,0,mmlu
1032,1032-mmlu,B,D,0,mmlu
1033,1033-mmlu,C,D,0,mmlu
1034,1034-mmlu,C,D,0,mmlu
1035,1035-mmlu,A,D,0,mmlu
1036,1036-mmlu,D,D,1,mmlu
1037,1037-mmlu,B,D,0,mmlu
1038,1038-mmlu,B,B,1,mmlu
1039,1039-mmlu,D,C,0,mmlu
1040,1040-mmlu,A,D,0,mmlu
1041,1041-mmlu,C,C,1,mmlu
1042,1042-mmlu,A,C,0,mmlu
1043,1043-mmlu,A,D,0,mmlu
1044,1044-mmlu,A,D,0,mmlu
1045,1045-mmlu,D,D,1,mmlu
1046,1046-mmlu,B,D,0,mmlu
1047,1047-mmlu,D,D,1,mmlu
1048,1048-mmlu,B,D,0,mmlu
1049,1049-mmlu,A,C,0,mmlu
1050,1050-mmlu,D,D,1,mmlu
1051,1051-mmlu,D,D,1,mmlu
1052,1052-mmlu,D,D,1,mmlu
1053,1053-mmlu,B,D,0,mmlu
1054,1054-mmlu,D,D,1,mmlu
1055,1055-mmlu,A,A,1,mmlu
1056,1056-mmlu,A,D,0,mmlu
1057,1057-mmlu,C,D,0,mmlu
1058,1058-mmlu,C,A,0,mmlu
1059,1059-mmlu,A,A,1,mmlu
1060,1060-mmlu,A,D,0,mmlu
1061,1061-mmlu,C,D,0,mmlu
1062,1062-mmlu,C,D,0,mmlu
1063,1063-mmlu,D,A,0,mmlu
1064,1064-mmlu,C,D,0,mmlu
1065,1065-mmlu,A,D,0,mmlu
1066,1066-mmlu,A,D,0,mmlu
1067,1067-mmlu,B,D,0,mmlu
1068,1068-mmlu,D,A,0,mmlu
1069,1069-mmlu,B,D,0,mmlu
1070,1070-mmlu,B,D,0,mmlu
1071,1071-mmlu,B,C,0,mmlu
1072,1072-mmlu,C,D,0,mmlu
1073,1073-mmlu,D,D,1,mmlu
1074,1074-mmlu,A,D,0,mmlu
1075,1075-mmlu,C,D,0,mmlu
1076,1076-mmlu,B,D,0,mmlu
1077,1077-mmlu,B,D,0,mmlu
1078,1078-mmlu,D,D,1,mmlu
1079,1079-mmlu,A,D,0,mmlu
1080,1080-mmlu,C,D,0,mmlu
1081,1081-mmlu,A,D,0,mmlu
1082,1082-mmlu,C,D,0,mmlu
1083,1083-mmlu,B,D,0,mmlu
1084,1084-mmlu,C,D,0,mmlu
1085,1085-mmlu,A,D,0,mmlu
1086,1086-mmlu,C,D,0,mmlu
1087,1087-mmlu,D,D,1,mmlu
1088,1088-mmlu,C,D,0,mmlu
1089,1089-mmlu,A,D,0,mmlu
1090,1090-mmlu,A,C,0,mmlu
1091,1091-mmlu,C,D,0,mmlu
1092,1092-mmlu,C,D,0,mmlu
1093,1093-mmlu,C,D,0,mmlu
1094,1094-mmlu,C,D,0,mmlu
1095,1095-mmlu,A,D,0,mmlu
1096,1096-mmlu,C,B,0,mmlu
1097,1097-mmlu,D,A,0,mmlu
1098,1098-mmlu,C,D,0,mmlu
1099,1099-mmlu,C,C,1,mmlu
1100,1100-mmlu,C,D,0,mmlu
1101,1101-mmlu,A,A,1,mmlu
1102,1102-mmlu,D,A,0,mmlu
1103,1103-mmlu,C,D,0,mmlu
1104,1104-mmlu,B,D,0,mmlu
1105,1105-mmlu,D,D,1,mmlu
1106,1106-mmlu,B,D,0,mmlu
1107,1107-mmlu,C,C,1,mmlu
1108,1108-mmlu,D,C,0,mmlu
1109,1109-mmlu,D,D,1,mmlu
1110,1110-mmlu,C,D,0,mmlu
1111,1111-mmlu,A,D,0,mmlu
1112,1112-mmlu,B,C,0,mmlu
1113,1113-mmlu,C,D,0,mmlu
1114,1114-mmlu,D,C,0,mmlu
1115,1115-mmlu,C,D,0,mmlu
1116,1116-mmlu,C,D,0,mmlu
1117,1117-mmlu,B,D,0,mmlu
1118,1118-mmlu,D,C,0,mmlu
1119,1119-mmlu,C,D,0,mmlu
1120,1120-mmlu,A,D,0,mmlu
1121,1121-mmlu,C,D,0,mmlu
1122,1122-mmlu,C,D,0,mmlu
1123,1123-mmlu,B,B,1,mmlu
1124,1124-mmlu,C,D,0,mmlu
1125,1125-mmlu,B,D,0,mmlu
1126,1126-mmlu,B,D,0,mmlu
1127,1127-mmlu,A,D,0,mmlu
1128,1128-mmlu,B,D,0,mmlu
1129,1129-mmlu,B,D,0,mmlu
1130,1130-mmlu,C,D,0,mmlu
1131,1131-mmlu,B,C,0,mmlu
1132,1132-mmlu,A,D,0,mmlu
1133,1133-mmlu,A,D,0,mmlu
1134,1134-mmlu,A,D,0,mmlu
1135,1135-mmlu,A,D,0,mmlu
1136,1136-mmlu,A,D,0,mmlu
1137,1137-mmlu,D,D,1,mmlu
1138,1138-mmlu,C,D,0,mmlu
1139,1139-mmlu,A,D,0,mmlu
1140,1140-mmlu,D,C,0,mmlu
1141,1141-mmlu,C,D,0,mmlu
1142,1142-mmlu,C,D,0,mmlu
1143,1143-mmlu,A,D,0,mmlu
1144,1144-mmlu,A,D,0,mmlu
1145,1145-mmlu,C,D,0,mmlu
1146,1146-mmlu,B,D,0,mmlu
1147,1147-mmlu,B,D,0,mmlu
1148,1148-mmlu,C,D,0,mmlu
1149,1149-mmlu,C,D,0,mmlu
1150,1150-mmlu,A,D,0,mmlu
1151,1151-mmlu,A,C,0,mmlu
1152,1152-mmlu,B,D,0,mmlu
1153,1153-mmlu,A,D,0,mmlu
1154,1154-mmlu,D,D,1,mmlu
1155,1155-mmlu,A,D,0,mmlu
1156,1156-mmlu,C,D,0,mmlu
1157,1157-mmlu,A,D,0,mmlu
1158,1158-mmlu,C,D,0,mmlu
1159,1159-mmlu,C,D,0,mmlu
1160,1160-mmlu,D,D,1,mmlu
1161,1161-mmlu,D,D,1,mmlu
1162,1162-mmlu,A,D,0,mmlu
1163,1163-mmlu,B,C,0,mmlu
1164,1164-mmlu,D,C,0,mmlu
1165,1165-mmlu,C,D,0,mmlu
1166,1166-mmlu,C,C,1,mmlu
1167,1167-mmlu,D,D,1,mmlu
1168,1168-mmlu,D,D,1,mmlu
1169,1169-mmlu,D,D,1,mmlu
1170,1170-mmlu,C,D,0,mmlu
1171,1171-mmlu,B,C,0,mmlu
1172,1172-mmlu,D,D,1,mmlu
1173,1173-mmlu,C,C,1,mmlu
1174,1174-mmlu,B,D,0,mmlu
1175,1175-mmlu,A,C,0,mmlu
1176,1176-mmlu,A,C,0,mmlu
1177,1177-mmlu,B,C,0,mmlu
1178,1178-mmlu,C,A,0,mmlu
1179,1179-mmlu,D,D,1,mmlu
1180,1180-mmlu,D,C,0,mmlu
1181,1181-mmlu,B,A,0,mmlu
1182,1182-mmlu,B,D,0,mmlu
1183,1183-mmlu,A,D,0,mmlu
1184,1184-mmlu,C,D,0,mmlu
1185,1185-mmlu,C,D,0,mmlu
1186,1186-mmlu,C,C,1,mmlu
1187,1187-mmlu,A,C,0,mmlu
1188,1188-mmlu,D,D,1,mmlu
1189,1189-mmlu,B,D,0,mmlu
1190,1190-mmlu,D,D,1,mmlu
1191,1191-mmlu,D,C,0,mmlu
1192,1192-mmlu,D,D,1,mmlu
1193,1193-mmlu,D,D,1,mmlu
1194,1194-mmlu,A,D,0,mmlu
1195,1195-mmlu,A,D,0,mmlu
1196,1196-mmlu,A,A,1,mmlu
1197,1197-mmlu,B,D,0,mmlu
1198,1198-mmlu,A,D,0,mmlu
1199,1199-mmlu,A,A,1,mmlu
1200,1200-mmlu,D,C,0,mmlu
1201,1201-mmlu,D,D,1,mmlu
1202,1202-mmlu,A,D,0,mmlu
1203,1203-mmlu,C,D,0,mmlu
1204,1204-mmlu,B,D,0,mmlu
1205,1205-mmlu,A,D,0,mmlu
1206,1206-mmlu,A,D,0,mmlu
1207,1207-mmlu,D,D,1,mmlu
1208,1208-mmlu,C,D,0,mmlu
1209,1209-mmlu,A,C,0,mmlu
1210,1210-mmlu,D,D,1,mmlu
1211,1211-mmlu,C,D,0,mmlu
1212,1212-mmlu,C,D,0,mmlu
1213,1213-mmlu,B,D,0,mmlu
1214,1214-mmlu,D,D,1,mmlu
1215,1215-mmlu,C,D,0,mmlu
1216,1216-mmlu,A,D,0,mmlu
1217,1217-mmlu,B,C,0,mmlu
1218,1218-mmlu,C,D,0,mmlu
1219,1219-mmlu,C,D,0,mmlu
1220,1220-mmlu,A,D,0,mmlu
1221,1221-mmlu,A,D,0,mmlu
1222,1222-mmlu,A,D,0,mmlu
1223,1223-mmlu,D,C,0,mmlu
1224,1224-mmlu,C,D,0,mmlu
1225,1225-mmlu,D,C,0,mmlu
1226,1226-mmlu,C,D,0,mmlu
1227,1227-mmlu,C,D,0,mmlu
1228,1228-mmlu,B,D,0,mmlu
1229,1229-mmlu,A,D,0,mmlu
1230,1230-mmlu,C,C,1,mmlu
1231,1231-mmlu,D,D,1,mmlu
1232,1232-mmlu,D,D,1,mmlu
1233,1233-mmlu,C,D,0,mmlu
1234,1234-mmlu,D,D,1,mmlu
1235,1235-mmlu,D,C,0,mmlu
1236,1236-mmlu,C,D,0,mmlu
1237,1237-mmlu,A,D,0,mmlu
1238,1238-mmlu,B,D,0,mmlu
1239,1239-mmlu,B,C,0,mmlu
1240,1240-mmlu,A,D,0,mmlu
1241,1241-mmlu,B,D,0,mmlu
1242,1242-mmlu,C,D,0,mmlu
1243,1243-mmlu,D,C,0,mmlu
1244,1244-mmlu,A,D,0,mmlu
1245,1245-mmlu,B,C,0,mmlu
1246,1246-mmlu,C,D,0,mmlu
1247,1247-mmlu,A,D,0,mmlu
1248,1248-mmlu,C,D,0,mmlu
1249,1249-mmlu,A,D,0,mmlu
1250,1250-mmlu,C,C,1,mmlu
1251,1251-mmlu,D,D,1,mmlu
1252,1252-mmlu,B,D,0,mmlu
1253,1253-mmlu,D,D,1,mmlu
1254,1254-mmlu,D,D,1,mmlu
1255,1255-mmlu,A,D,0,mmlu
1256,1256-mmlu,D,D,1,mmlu
1257,1257-mmlu,C,D,0,mmlu
1258,1258-mmlu,C,D,0,mmlu
1259,1259-mmlu,A,D,0,mmlu
1260,1260-mmlu,C,C,1,mmlu
1261,1261-mmlu,A,D,0,mmlu
1262,1262-mmlu,C,D,0,mmlu
1263,1263-mmlu,B,D,0,mmlu
1264,1264-mmlu,B,D,0,mmlu
1265,1265-mmlu,C,D,0,mmlu
1266,1266-mmlu,C,C,1,mmlu
1267,1267-mmlu,D,C,0,mmlu
1268,1268-mmlu,B,A,0,mmlu
1269,1269-mmlu,A,C,0,mmlu
1270,1270-mmlu,B,D,0,mmlu
1271,1271-mmlu,D,D,1,mmlu
1272,1272-mmlu,C,D,0,mmlu
1273,1273-mmlu,A,D,0,mmlu
1274,1274-mmlu,D,D,1,mmlu
1275,1275-mmlu,A,D,0,mmlu
1276,1276-mmlu,B,D,0,mmlu
1277,1277-mmlu,D,D,1,mmlu
1278,1278-mmlu,D,D,1,mmlu
1279,1279-mmlu,D,D,1,mmlu
1280,1280-mmlu,B,D,0,mmlu
1281,1281-mmlu,A,D,0,mmlu
1282,1282-mmlu,D,C,0,mmlu
1283,1283-mmlu,D,C,0,mmlu
1284,1284-mmlu,C,D,0,mmlu
1285,1285-mmlu,B,D,0,mmlu
1286,1286-mmlu,B,D,0,mmlu
1287,1287-mmlu,B,D,0,mmlu
1288,1288-mmlu,B,C,0,mmlu
1289,1289-mmlu,A,D,0,mmlu
1290,1290-mmlu,C,D,0,mmlu
1291,1291-mmlu,B,D,0,mmlu
1292,1292-mmlu,B,D,0,mmlu
1293,1293-mmlu,B,D,0,mmlu
1294,1294-mmlu,A,C,0,mmlu
1295,1295-mmlu,D,A,0,mmlu
1296,1296-mmlu,C,C,1,mmlu
1297,1297-mmlu,D,D,1,mmlu
1298,1298-mmlu,C,D,0,mmlu
1299,1299-mmlu,B,D,0,mmlu
1300,1300-mmlu,C,D,0,mmlu
1301,1301-mmlu,C,D,0,mmlu
1302,1302-mmlu,B,D,0,mmlu
1303,1303-mmlu,D,D,1,mmlu
1304,1304-mmlu,C,C,1,mmlu
1305,1305-mmlu,C,C,1,mmlu
1306,1306-mmlu,D,A,0,mmlu
1307,1307-mmlu,B,B,1,mmlu
1308,1308-mmlu,A,D,0,mmlu
1309,1309-mmlu,C,D,0,mmlu
1310,1310-mmlu,A,D,0,mmlu
1311,1311-mmlu,B,D,0,mmlu
1312,1312-mmlu,D,D,1,mmlu
1313,1313-mmlu,C,D,0,mmlu
1314,1314-mmlu,B,D,0,mmlu
1315,1315-mmlu,A,D,0,mmlu
1316,1316-mmlu,C,D,0,mmlu
1317,1317-mmlu,B,B,1,mmlu
1318,1318-mmlu,B,D,0,mmlu
1319,1319-mmlu,A,D,0,mmlu
1320,1320-mmlu,C,D,0,mmlu
1321,1321-mmlu,B,D,0,mmlu
1322,1322-mmlu,D,C,0,mmlu
1323,1323-mmlu,B,D,0,mmlu
1324,1324-mmlu,B,D,0,mmlu
1325,1325-mmlu,A,D,0,mmlu
1326,1326-mmlu,D,D,1,mmlu
1327,1327-mmlu,B,C,0,mmlu
1328,1328-mmlu,B,D,0,mmlu
1329,1329-mmlu,D,D,1,mmlu
1330,1330-mmlu,C,A,0,mmlu
1331,1331-mmlu,A,C,0,mmlu
1332,1332-mmlu,D,D,1,mmlu
1333,1333-mmlu,B,D,0,mmlu
1334,1334-mmlu,D,D,1,mmlu
1335,1335-mmlu,C,D,0,mmlu
1336,1336-mmlu,D,B,0,mmlu
1337,1337-mmlu,B,D,0,mmlu
1338,1338-mmlu,D,D,1,mmlu
1339,1339-mmlu,A,D,0,mmlu
1340,1340-mmlu,B,D,0,mmlu
1341,1341-mmlu,B,D,0,mmlu
1342,1342-mmlu,B,D,0,mmlu
1343,1343-mmlu,D,D,1,mmlu
1344,1344-mmlu,A,D,0,mmlu
1345,1345-mmlu,C,D,0,mmlu
1346,1346-mmlu,C,D,0,mmlu
1347,1347-mmlu,C,D,0,mmlu
1348,1348-mmlu,B,D,0,mmlu
1349,1349-mmlu,D,D,1,mmlu
1350,1350-mmlu,A,D,0,mmlu
1351,1351-mmlu,A,D,0,mmlu
1352,1352-mmlu,B,D,0,mmlu
1353,1353-mmlu,A,D,0,mmlu
1354,1354-mmlu,A,D,0,mmlu
1355,1355-mmlu,A,D,0,mmlu
1356,1356-mmlu,A,D,0,mmlu
1357,1357-mmlu,A,D,0,mmlu
1358,1358-mmlu,B,D,0,mmlu
1359,1359-mmlu,B,D,0,mmlu
1360,1360-mmlu,A,D,0,mmlu
